Aba;Endereco;FormulaR1C1;Valor
DB_Resultados;BC3260;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3261;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3261;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3261;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3262;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3262;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3262;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3263;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3263;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3263;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3264;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3264;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3264;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3265;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3265;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3265;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3266;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3266;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3266;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3267;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3267;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3267;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3268;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3268;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3268;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3269;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3269;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3269;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3270;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3270;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3270;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3271;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3271;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3271;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3272;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3272;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3272;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3273;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3273;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3273;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3274;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3274;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3274;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3275;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3275;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3275;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3276;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3276;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3276;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3277;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3277;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3277;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3278;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3278;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3278;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3279;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3279;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3279;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3280;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3280;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3280;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3281;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3281;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3281;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3282;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3282;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3282;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3283;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3283;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3283;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3284;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3284;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3284;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3285;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3285;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3285;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3286;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3286;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3286;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3287;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3287;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3287;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3288;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3288;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3288;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3289;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3289;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3289;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3290;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3290;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3290;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3291;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3291;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3291;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3292;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3292;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3292;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3293;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3293;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3293;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3294;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3294;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3294;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3295;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3295;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3295;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3296;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3296;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3296;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3297;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3297;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3297;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3298;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3298;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3298;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3299;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3299;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3299;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3300;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3300;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3300;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3301;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3301;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3301;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3302;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3302;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3302;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3303;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3303;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3303;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3304;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3304;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3304;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3305;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3305;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3305;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3306;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3306;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3306;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3307;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3307;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3307;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3308;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3308;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3308;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3309;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3309;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3309;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3310;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3310;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3310;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3311;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3311;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3311;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3312;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3312;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3312;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3313;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3313;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3313;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3314;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3314;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3314;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3315;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3315;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3315;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3316;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3316;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3316;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3317;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3317;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3317;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3318;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3318;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3318;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3319;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3319;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3319;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3320;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3320;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC3320;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA3321;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB3321;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
